[32m2024-11-27 00:02:15.248[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(21)-127.0.0.1] Application shutdown requested.
2024-11-27 02:21:57.115 [INFO] org.springframework.test.context.support.AnnotationConfigContextLoaderUtils [main] Could not detect default configuration classes for test class [com.hexaware.quitq.service.CustomerServiceImpTest]: CustomerServiceImpTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-27 02:21:57.118 [INFO] org.springframework.boot.test.context.SpringBootTestContextBootstrapper [main] Found @SpringBootConfiguration com.hexaware.quitq.QuitQApplication for test class com.hexaware.quitq.service.CustomerServiceImpTest
2024-11-27 02:21:57.145 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.259 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.361 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.455 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.554 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.676 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:21:57.770 [INFO] org.springframework.test.context.support.AnnotationConfigContextLoaderUtils [main] Could not detect default configuration classes for test class [com.hexaware.quitq.QuitQApplicationTests]: QuitQApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-27 02:21:57.786 [INFO] org.springframework.boot.test.context.SpringBootTestContextBootstrapper [main] Found @SpringBootConfiguration com.hexaware.quitq.QuitQApplication for test class com.hexaware.quitq.QuitQApplicationTests
2024-11-27 02:21:57.831 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 02:21:57.834 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 02:21:57.848 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-11-27 02:27:37.208 [INFO] com.hexaware.quitq.service.ProductServiceImpTest [main] Starting ProductServiceImpTest using Java 21.0.4 with PID 5732 (started by hp world in C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ)
2024-11-27 02:27:37.210 [INFO] com.hexaware.quitq.service.ProductServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-11-27 02:27:38.400 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-27 02:27:38.491 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 80 ms. Found 7 JPA repository interfaces.
2024-11-27 02:27:39.205 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-27 02:27:39.303 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-27 02:27:39.360 [INFO] org.hibernate.cache.internal.RegionFactoryInitiator [main] HHH000026: Second-level cache disabled
2024-11-27 02:27:39.809 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-27 02:27:39.852 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-11-27 02:27:40.286 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1e9d7366
2024-11-27 02:27:40.289 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-11-27 02:27:40.357 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-27 02:27:40.360 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-27 02:27:41.572 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-27 02:27:41.647 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 02:27:42.029 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-27 02:27:42.582 [INFO] org.springframework.security.config.annotation.authentication.configuration.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer [main] Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
2024-11-27 02:27:42.583 [WARN] org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer [main] Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
2024-11-27 02:27:42.878 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-27 02:27:44.884 [INFO] com.hexaware.quitq.service.ProductServiceImpTest [main] Started ProductServiceImpTest in 8.083 seconds (process running for 9.618)
2024-11-27 02:27:46.287 [INFO] org.springframework.test.context.support.AnnotationConfigContextLoaderUtils [main] Could not detect default configuration classes for test class [com.hexaware.quitq.service.SupplierServiceImpTest]: SupplierServiceImpTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-27 02:27:46.292 [INFO] org.springframework.boot.test.context.SpringBootTestContextBootstrapper [main] Found @SpringBootConfiguration com.hexaware.quitq.QuitQApplication for test class com.hexaware.quitq.service.SupplierServiceImpTest
2024-11-27 02:27:46.522 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=0, name=SJjk, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=sup, address=add] is Added from Add Service
2024-11-27 02:27:46.828 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=98, name=updatedsupplier, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=UpdatedCompany, address=add] is Added from Add Service
2024-11-27 02:27:46.880 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=98, name=updatedsupplier, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=UpdatedCompany, address=add] is Added from Add Service
2024-11-27 02:27:46.972 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main]  is Added from Add Service
2024-11-27 02:27:46.993 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=98, name=updatedsupplier, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=UpdatedCompany, address=add] is Added from Add Service
2024-11-27 02:27:47.085 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=98, name=updatedsupplier, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=UpdatedCompany, address=add] is Added from Add Service
2024-11-27 02:27:47.175 [INFO] com.hexaware.quitq.service.SupplierServiceImp [main] SupplierDTO [supplierId=98, name=updatedsupplier, email=sup@jfd.com, password=Asup1243, mobileNumber=8966007246, companyName=UpdatedCompany, address=add] is Added from Add Service
2024-11-27 02:27:47.255 [INFO] org.springframework.test.context.support.AnnotationConfigContextLoaderUtils [main] Could not detect default configuration classes for test class [com.hexaware.quitq.service.CustomerServiceImpTest]: CustomerServiceImpTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-27 02:27:47.258 [INFO] org.springframework.boot.test.context.SpringBootTestContextBootstrapper [main] Found @SpringBootConfiguration com.hexaware.quitq.QuitQApplication for test class com.hexaware.quitq.service.CustomerServiceImpTest
2024-11-27 02:27:47.280 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.377 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.476 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.564 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.653 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.752 [INFO] com.hexaware.quitq.service.CustomerServiceImp [main] CustomerDTO [customerId=0, name=Yash, email=joe@exa.com, password=Afh743fd, mobileNumber=1234567890, address=jkdf] is Added from Add Service
2024-11-27 02:27:47.841 [INFO] org.springframework.test.context.support.AnnotationConfigContextLoaderUtils [main] Could not detect default configuration classes for test class [com.hexaware.quitq.QuitQApplicationTests]: QuitQApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-27 02:27:47.857 [INFO] org.springframework.boot.test.context.SpringBootTestContextBootstrapper [main] Found @SpringBootConfiguration com.hexaware.quitq.QuitQApplication for test class com.hexaware.quitq.QuitQApplicationTests
2024-11-27 02:27:47.895 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-27 02:27:47.898 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-11-27 02:27:47.914 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
[32m2024-11-27 02:29:25.949[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(48)-127.0.0.1] Application shutdown requested.
[32m2024-11-27 02:29:25.962[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(48)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 02:29:25.965[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(48)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[32m2024-11-27 02:29:25.973[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(48)-127.0.0.1] HikariPool-1 - Shutdown completed.
[32m2024-11-27 10:34:33.083[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] Starting QuitQApplication using Java 21.0.4 with PID 16916 (C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ\target\classes started by hp world in C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ)
[32m2024-11-27 10:34:33.087[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] No active profile set, falling back to 1 default profile: "default"
[32m2024-11-27 10:34:34.677[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[32m2024-11-27 10:34:34.834[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 142 ms. Found 8 JPA repository interfaces.
[32m2024-11-27 10:34:35.926[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port 8080 (http)
[32m2024-11-27 10:34:35.952[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[32m2024-11-27 10:34:35.953[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.31]
[32m2024-11-27 10:34:36.082[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[32m2024-11-27 10:34:36.083[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2915 ms
[32m2024-11-27 10:34:36.336[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[32m2024-11-27 10:34:36.474[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.5.3.Final
[32m2024-11-27 10:34:36.553[0;39m [INFO] org.hibernate.cache.internal.RegionFactoryInitiator [main] HHH000026: Second-level cache disabled
[32m2024-11-27 10:34:37.200[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[32m2024-11-27 10:34:37.256[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[32m2024-11-27 10:34:37.846[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5e7e7a7e
[32m2024-11-27 10:34:37.850[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[32m2024-11-27 10:34:37.937[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[32m2024-11-27 10:34:37.939[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[32m2024-11-27 10:34:39.879[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[32m2024-11-27 10:34:40.078[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 10:34:40.753[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[32m2024-11-27 10:34:41.621[0;39m [INFO] org.springframework.security.config.annotation.authentication.configuration.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer [main] Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
[32m2024-11-27 10:34:41.624[0;39m [WARN] org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer [main] Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
[32m2024-11-27 10:34:42.072[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[32m2024-11-27 10:34:43.801[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port 8080 (http) with context path '/'
[32m2024-11-27 10:34:43.814[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] Started QuitQApplication in 11.446 seconds (process running for 12.716)
[32m2024-11-27 10:36:10.391[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8080-exec-3] Initializing Spring DispatcherServlet 'dispatcherServlet'
[32m2024-11-27 10:36:10.391[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-3] Initializing Servlet 'dispatcherServlet'
[32m2024-11-27 10:36:10.395[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-3] Completed initialization in 2 ms
[32m2024-11-27 10:36:11.082[0;39m [INFO] com.hexaware.quitq.restcontroller.LoginRestController [http-nio-8080-exec-3] Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ5YXNoMTNAZ21haWwuY29tIiwiaWF0IjoxNzMyNjgzOTcxLCJleHAiOjE3MzI2ODU3NzF9.NdWnU3P6_EySerfG_Bp98vHU56OTBRd2uuK7mV9DHbU
[32m2024-11-27 10:47:39.890[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(22)-127.0.0.1] Application shutdown requested.
[32m2024-11-27 10:47:39.909[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(22)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 10:47:39.914[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(22)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[32m2024-11-27 10:47:39.928[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(22)-127.0.0.1] HikariPool-1 - Shutdown completed.
[32m2024-11-27 10:47:43.639[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] Starting QuitQApplication using Java 21.0.4 with PID 17296 (C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ\target\classes started by hp world in C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ)
[32m2024-11-27 10:47:43.642[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] No active profile set, falling back to 1 default profile: "default"
[32m2024-11-27 10:47:44.993[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[32m2024-11-27 10:47:45.138[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 131 ms. Found 8 JPA repository interfaces.
[32m2024-11-27 10:47:46.041[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port 8080 (http)
[32m2024-11-27 10:47:46.068[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[32m2024-11-27 10:47:46.069[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.31]
[32m2024-11-27 10:47:46.169[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[32m2024-11-27 10:47:46.170[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2462 ms
[32m2024-11-27 10:47:46.398[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[32m2024-11-27 10:47:46.487[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.5.3.Final
[32m2024-11-27 10:47:46.540[0;39m [INFO] org.hibernate.cache.internal.RegionFactoryInitiator [main] HHH000026: Second-level cache disabled
[32m2024-11-27 10:47:47.004[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[32m2024-11-27 10:47:47.051[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[32m2024-11-27 10:47:47.585[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1c610f
[32m2024-11-27 10:47:47.589[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[32m2024-11-27 10:47:47.662[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[32m2024-11-27 10:47:47.664[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[32m2024-11-27 10:47:49.220[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[32m2024-11-27 10:47:49.317[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 10:47:49.760[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
[32m2024-11-27 10:47:50.248[0;39m [INFO] org.springframework.security.config.annotation.authentication.configuration.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer [main] Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
[32m2024-11-27 10:47:50.250[0;39m [WARN] org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer [main] Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider.
[32m2024-11-27 10:47:50.523[0;39m [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[32m2024-11-27 10:47:51.736[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat started on port 8080 (http) with context path '/'
[32m2024-11-27 10:47:51.744[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] Started QuitQApplication in 8.697 seconds (process running for 9.915)
[32m2024-11-27 10:53:25.943[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(14)-127.0.0.1] Application shutdown requested.
[32m2024-11-27 10:53:25.960[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [RMI TCP Connection(14)-127.0.0.1] Closing JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 10:53:25.964[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(14)-127.0.0.1] HikariPool-1 - Shutdown initiated...
[32m2024-11-27 10:53:25.983[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [RMI TCP Connection(14)-127.0.0.1] HikariPool-1 - Shutdown completed.
[32m2024-11-27 10:53:29.579[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] Starting QuitQApplication using Java 21.0.4 with PID 2468 (C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ\target\classes started by hp world in C:\Users\hp world\Documents\YASH\Placement\Hexaware Training\Role Specific\QuitQ\QuitQ)
[32m2024-11-27 10:53:29.582[0;39m [INFO] com.hexaware.quitq.QuitQApplication [main] No active profile set, falling back to 1 default profile: "default"
[32m2024-11-27 10:53:30.942[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
[32m2024-11-27 10:53:31.107[0;39m [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 151 ms. Found 8 JPA repository interfaces.
[32m2024-11-27 10:53:32.072[0;39m [INFO] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [main] Tomcat initialized with port 8080 (http)
[32m2024-11-27 10:53:32.094[0;39m [INFO] org.apache.catalina.core.StandardService [main] Starting service [Tomcat]
[32m2024-11-27 10:53:32.095[0;39m [INFO] org.apache.catalina.core.StandardEngine [main] Starting Servlet engine: [Apache Tomcat/10.1.31]
[32m2024-11-27 10:53:32.195[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [main] Initializing Spring embedded WebApplicationContext
[32m2024-11-27 10:53:32.196[0;39m [INFO] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext [main] Root WebApplicationContext: initialization completed in 2547 ms
[32m2024-11-27 10:53:32.426[0;39m [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
[32m2024-11-27 10:53:32.514[0;39m [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.5.3.Final
[32m2024-11-27 10:53:32.568[0;39m [INFO] org.hibernate.cache.internal.RegionFactoryInitiator [main] HHH000026: Second-level cache disabled
[32m2024-11-27 10:53:33.068[0;39m [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
[32m2024-11-27 10:53:33.118[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
[32m2024-11-27 10:53:33.679[0;39m [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1ff81b0d
[32m2024-11-27 10:53:33.682[0;39m [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
[32m2024-11-27 10:53:33.749[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
[32m2024-11-27 10:53:33.751[0;39m [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
[32m2024-11-27 10:53:35.109[0;39m [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
[32m2024-11-27 10:53:35.196[0;39m [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
[32m2024-11-27 10:53:35.610[0;39m [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
